Market,2016 Q1,2016 Q2,2016 Q3,2016 Q4,2017 Q1,2017 Q2,2017 Q3,2017 Q4,2018 Q1,2018 Q2,2018 Q3,2018 Q4,2019 Q1,2019 Q2,2019 Q3,2019 Q4,2020 Q1,2020 Q2,2020 Q3,2020 Q4,2021 Q1,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1,2025 Q2,2025 Q3,2025 Q4,2026 Q1
Raleigh - NC,1287971.0,1296311.0,1304489.0,1312233.0,1319890.0,1327513.0,1335106.0,1342077.0,1348990.0,1355880.0,1362797.0,1370178.0,1377552.0,1384887.0,1392262.0,1399481.0,1406733.0,1413960.0,1417224.0,1425742.0,1433901.0,1442397.0,1451477.0,1458912.0,1466551.0,1474290.0,1482499.0,1491993.0,1501684.0,1511642.0,1521537.0,1531682.0,1542041.0,1552599.0,1562863.0,1572106.0,1581119.0,1588468.0,1595448.0,1602282.0,1608876.0
Reading - PA,419970.3125,420376.59375,420730.0,421373.90625,421989.6875,422594.59375,423190.0,424099.40625,424990.21875,425873.6875,426766.0,426955.40625,427142.59375,427317.59375,427505.0,427947.375,428399.8125,428844.78125,428674.28125,428925.40625,429069.09375,429314.5,429732.90625,430272.625,430872.71875,431502.59375,432269.8125,432876.59375,433541.1875,434283.0,435006.0,435706.3125,436466.5,437281.71875,438012.3125,438648.0,439217.71875,439331.375,439352.8125,439422.40625,439493.71875
Reno - NV,509090.59375,511488.40625,513822.03125,516151.4375,518446.46875,520728.21875,522998.0,525701.4375,528381.6875,531052.9375,533735.0,536436.375,539134.875,541818.125,544517.0,546280.875,548057.5,549824.5625,551277.5,553328.9375,555241.0,557284.3125,559552.9375,560163.375,560852.75,561580.6875,562487.4375,563365.8125,564319.875,565375.125,566406.375,567901.1875,569475.125,571121.875,572659.1875,573983.25,575227.4375,575878.75,576428.5,577077.375,577805.9375
Richmond - VA,1260630.0,1264099.0,1267408.0,1270615.0,1273737.0,1276827.0,1279887.0,1283177.0,1286411.0,1289622.0,1292860.0,1296055.0,1299244.0,1302395.0,1305584.0,1308531.0,1311507.0,1314462.0,1316694.0,1319164.0,1321303.0,1323755.0,1326741.0,1329508.0,1332460.0,1335505.0,1338974.0,1342245.0,1345694.0,1349383.0,1353015.0,1357468.0,1362110.0,1366925.0,1371479.0,1375255.0,1378841.0,1380982.0,1382869.0,1384750.0,1386552.0
Rochester - NY,1063149.0,1063109.0,1062935.0,1063121.0,1063236.0,1063323.0,1063387.0,1064052.0,1064671.0,1065272.0,1065894.0,1065776.0,1065651.0,1065497.0,1065373.0,1065355.0,1065362.0,1065351.0,1063879.0,1063000.0,1061852.0,1060955.0,1060483.0,1059223.0,1058114.0,1057078.0,1056378.0,1056456.0,1056676.0,1057083.0,1057443.0,1059049.0,1060800.0,1062682.0,1064358.0,1062412.0,1060859.0,1058737.0,1057002.0,1056000.0,1055151.0
Sacramento - CA,2290915.0,2298972.0,2306739.0,2314624.0,2322353.0,2330024.0,2337641.0,2343988.0,2350232.0,2356436.0,2362688.0,2368392.0,2374083.0,2379706.0,2385399.0,2389855.0,2394366.0,2398836.0,2402052.0,2403887.0,2405120.0,2406924.0,2409699.0,2412379.0,2415397.0,2418581.0,2422534.0,2424818.0,2427427.0,2430469.0,2433406.0,2439511.0,2445951.0,2452700.0,2458974.0,2461386.0,2463236.0,2462376.0,2460884.0,2459604.0,2458844.0
Saint Louis - MO,2815517.0,2815727.0,2815582.0,2816197.0,2816624.0,2816978.0,2817269.0,2817256.0,2817119.0,2816934.0,2816807.0,2817125.0,2817428.0,2817651.0,2817956.0,2818898.0,2819905.0,2820864.0,2819800.0,2818290.0,2816074.0,2814528.0,2814114.0,2810635.0,2807553.0,2804667.0,2802671.0,2802582.0,2802868.0,2803654.0,2804319.0,2805629.0,2807326.0,2809380.0,2810892.0,2814430.0,2817553.0,2817746.0,2817353.0,2816772.0,2815911.0
Salem - OR,410893.40625,413101.59375,415258.0,417080.09375,418874.5,420658.125,422432.0,423827.40625,425204.1875,426573.78125,427952.0,428644.0,429333.59375,430011.09375,430701.0,431576.8125,432462.59375,433340.90625,434283.90625,435025.78125,435658.5,436394.28125,437306.21875,437690.71875,438136.59375,438612.78125,439228.40625,439299.28125,439429.1875,439637.375,439826.59375,440488.90625,441211.90625,441990.90625,442684.59375,443272.40625,443805.6875,443888.78125,443903.90625,444002.5,444130.625
Salinas - CA,435909.3125,436945.09375,437926.0,438227.375,438499.375,438760.1875,439011.0,439095.40625,439160.625,439218.28125,439285.0,439474.3125,439661.28125,439835.78125,440023.0,440348.5,440684.21875,441012.3125,440571.1875,440254.78125,439828.3125,439506.28125,439361.3125,438483.3125,437667.6875,436882.8125,436236.6875,435961.5,435744.8125,435605.71875,435447.8125,435412.40625,435437.59375,435518.3125,435515.40625,435504.21875,435435.21875,434921.375,434345.625,433858.78125,433431.3125
Salisbury - MD,127071.40625,127199.703125,127312.0,127356.796875,127393.0,127425.90625,127456.0,127588.8984375,127716.203125,127841.3046875,127969.0,128082.8984375,128196.109375,128305.6953125,128419.0078125,128349.1953125,128282.3046875,128213.1953125,128139.40625,128251.296875,128330.9921875,128440.9921875,128602.90625,128796.09375,129007.3984375,129227.4921875,129488.6953125,129686.90625,129902.40625,130141.0078125,130373.9921875,130563.3984375,130770.90625,130994.9921875,131193.796875,131215.703125,131232.09375,131130.09375,131082.0,131118.703125,131152.609375
Salt Lake City - UT,1186639.0,1192252.0,1197715.0,1203132.0,1208469.0,1213776.0,1219054.0,1223124.0,1227140.0,1231135.0,1235156.0,1238612.0,1242062.0,1245476.0,1248927.0,1251916.0,1254935.0,1257931.0,1260338.0,1261049.0,1261445.0,1262139.0,1263341.0,1265562.0,1267959.0,1270443.0,1273330.0,1276004.0,1278846.0,1281916.0,1284930.0,1288675.0,1292598.0,1296688.0,1300528.0,1304914.0,1309121.0,1311948.0,1314454.0,1316811.0,1319029.0
San Antonio - TX,2388612.0,2399905.0,2410897.0,2421845.0,2432632.0,2443356.0,2454024.0,2463739.0,2473345.0,2482909.0,2492524.0,2501351.0,2510165.0,2518907.0,2527722.0,2537920.0,2548177.0,2558391.0,2568788.0,2578006.0,2586577.0,2595758.0,2605988.0,2619071.0,2632520.0,2646151.0,2660627.0,2673728.0,2687185.0,2701122.0,2714945.0,2727249.0,2739928.0,2752957.0,2765456.0,2775666.0,2785785.0,2793328.0,2800643.0,2808331.0,2816206.0
San Diego - CA,3272369.0,3277943.0,3283104.0,3285825.0,3288326.0,3290743.0,3293086.0,3295678.0,3298126.0,3300517.0,3302976.0,3301613.0,3300232.0,3298757.0,3297378.0,3297770.0,3298238.0,3298649.0,3301671.0,3294927.0,3287360.0,3280575.0,3275111.0,3276194.0,3277739.0,3279510.0,3282323.0,3282271.0,3282659.0,3283632.0,3284463.0,3286264.0,3288520.0,3291195.0,3293237.0,3296054.0,3298299.0,3296903.0,3294754.0,3292912.0,3291800.0
San Francisco - CA,1637991.0,1640964.0,1643731.0,1645737.0,1647632.0,1649485.0,1651301.0,1652028.0,1652684.0,1653310.0,1653971.0,1653055.0,1652129.0,1651157.0,1650233.0,1647823.0,1645452.0,1643052.0,1637795.0,1617107.0,1596019.0,1575316.0,1555240.0,1552584.0,1550148.0,1547821.0,1545987.0,1547399.0,1549018.0,1550914.0,1552743.0,1556317.0,1560104.0,1564089.0,1567771.0,1572176.0,1576285.0,1578684.0,1580606.0,1582181.0,1583450.0
San Jose - CA,1994073.0,1998200.0,2002076.0,2004057.0,2005903.0,2007698.0,2009448.0,2010347.0,2011157.0,2011933.0,2012751.0,2011313.0,2009863.0,2008357.0,2006909.0,2004749.0,2002636.0,2000489.0,1989630.0,1978545.0,1966968.0,1955861.0,1945538.0,1946355.0,1947447.0,1948672.0,1950517.0,1953694.0,1957133.0,1960921.0,1964624.0,1971268.0,1978181.0,1985342.0,1992119.0,1995951.0,1999406.0,2000705.0,2001204.0,2001372.0,2001198.0
Santa Barbara - CA,444746.71875,445377.90625,445953.0,446278.90625,446574.875,446859.5,447134.0,447258.5,447363.40625,447460.59375,447567.0,447727.375,447885.40625,448030.6875,448189.0,448194.09375,448209.59375,448217.28125,448149.28125,445406.3125,442552.5,439804.5,437232.6875,439102.0,441031.90625,442991.5,445091.875,444571.40625,444110.6875,443729.1875,443328.40625,443380.71875,443494.8125,443665.3125,443750.5,443545.09375,443306.3125,442640.90625,441935.5,441343.90625,440813.59375
Santa Rosa - CA,500408.1875,500870.09375,501269.0,501196.1875,501089.8125,500970.625,500840.0,499565.40625,498268.8125,496963.8125,495669.0,494401.875,493132.1875,491848.375,490579.0,490002.0,489436.40625,488862.40625,488573.3125,487586.90625,486478.78125,485486.375,484689.3125,484207.09375,483793.5,483413.5,483187.1875,483093.0,483063.59375,483120.3125,483156.0,483448.5,483807.90625,484228.78125,484556.5,484179.28125,483777.71875,482922.3125,482055.125,481328.71875,480672.40625
Sarasota - FL,768320.125,773208.125,777999.0,781765.375,785479.6875,789174.0,792850.0,796292.4375,799700.0,803093.8125,806504.0,810338.375,814168.5,817975.375,821806.0,825770.8125,829754.8125,833724.625,837872.375,844057.6875,850030.1875,856202.5625,862722.625,870886.125,879171.8125,887519.4375,896153.375,901331.8125,906629.8125,912089.875,917511.5,920699.0,924013.6875,927446.3125,930700.625,933226.375,935615.5,937033.0625,938267.25,939663.8125,941058.3125
Savannah - GA,386107.40625,387733.09375,389310.0,390388.3125,391440.625,392482.78125,393516.0,394558.8125,395584.40625,396603.09375,397630.0,398865.125,400098.125,401319.6875,402553.0,403297.6875,404051.78125,404799.0,405300.90625,406343.40625,407283.8125,408320.5,409522.09375,411748.28125,414031.8125,416343.6875,418788.5,420554.28125,422376.0,424273.28125,426152.59375,427685.59375,429277.90625,430925.0,432489.59375,434037.59375,435393.875,436153.6875,436735.8125,437253.8125,437772.78125
Scranton - PA,565172.5,565051.25,564859.0,565304.0625,565711.3125,566104.125,566484.0,566719.8125,566930.8125,567132.0625,567345.0,567353.8125,567359.375,567348.875,567355.0,567427.1875,567512.5625,567588.1875,566777.3125,567115.875,567312.375,567643.3125,568203.125,568204.5,568285.875,568406.6875,568708.3125,569150.5625,569668.875,570288.875,570884.125,571236.375,571667.75,572171.375,572564.875,572661.3125,572742.5,572292.125,571802.0,571449.8125,571093.6875
Seattle - WA,3784920.0,3804982.0,3824567.0,3842287.0,3859751.0,3877116.0,3894392.0,3906911.0,3919259.0,3931539.0,3943900.0,3954196.0,3964470.0,3974631.0,3984908.0,3996149.0,4007483.0,4018748.0,4027772.0,4025079.0,4021378.0,4018632.0,4017503.0,4021317.0,4025697.0,4030356.0,4036299.0,4043787.0,4051814.0,4060564.0,4069139.0,4083810.0,4099042.0,4114793.0,4129751.0,4147196.75,4162820.75,4173404.75,4182039.0,4189094.25,4196251.0
Shreveport - LA,403154.375,402671.5,402138.0,401740.8125,401316.71875,400882.375,400439.0,399752.5,399048.5,398337.59375,397635.0,397032.59375,396428.09375,395812.28125,395208.0,394603.09375,394007.28125,393404.6875,392508.90625,391629.0,390651.3125,389766.5,389038.5,388173.71875,387363.90625,386580.90625,385920.28125,385595.625,385322.6875,385118.28125,384897.0,384801.78125,384759.625,384765.8125,384697.59375,384954.5,385130.40625,384895.8125,384571.40625,384299.59375,384015.1875
Spokane - WA,544165.875,546734.3125,549234.0,551846.125,554421.5,556982.75,559531.0,561971.625,564387.8125,566794.125,569212.0,571843.3125,574471.625,577083.375,579712.0,581731.3125,583764.25,585786.9375,587756.75,589099.625,590294.625,591629.0625,593202.5625,594158.375,595197.8125,596278.0625,597548.1875,598095.5,598723.0625,599457.8125,600166.875,600718.6875,601354.375,602067.0625,602664.625,603825.1875,604944.25,605509.875,606059.0,606576.75,607127.8125
Springfield - MA,469169.59375,468897.875,468567.0,468546.21875,468494.0,468429.8125,468355.0,468530.5,468685.5,468832.40625,468989.0,468440.40625,467889.3125,467324.8125,466774.0,466455.40625,466147.625,465831.6875,463098.90625,462907.8125,462600.71875,462403.28125,462392.0,462102.0,461877.0,461683.8125,461636.90625,461790.3125,462005.40625,462302.78125,462580.0,462956.21875,463396.59375,463896.09375,464306.40625,464216.1875,464134.5,463644.59375,463190.625,463153.6875,463094.40625
Springfield - MO,457682.40625,458358.5,458977.0,460103.59375,461199.40625,462283.5,463357.0,464471.59375,465565.875,466652.1875,467748.0,468854.875,469959.28125,471050.28125,472155.0,473243.59375,474343.09375,475434.59375,476407.5,477754.5,478981.40625,480321.59375,481855.90625,483061.8125,484335.28125,485642.21875,487103.78125,488122.1875,489205.6875,490376.5,491526.09375,492791.40625,494124.90625,495521.21875,496822.125,498168.09375,499419.90625,500132.1875,500731.59375,501306.21875,501842.59375
Stamford - CT,941688.625,942017.0625,942227.0,942442.5,942594.8125,942723.0625,942830.0,943563.0,944254.5625,944930.125,945625.0,945714.1875,945798.1875,945855.3125,945940.0,946175.75,946433.5,946674.9375,943086.5,945043.0,946762.0625,948705.1875,951031.1875,951511.875,952126.5625,952807.3125,953791.0625,955438.75,957213.9375,959159.9375,961064.5,963812.3125,966693.1875,969697.375,972514.875,974122.5,975609.5,976106.625,976439.0,976104.1875,975610.75
Stockton - CA,734252.3125,737312.9375,740281.0,743292.8125,746255.0,749198.125,752124.0,754781.9375,757406.8125,760018.625,762646.0,765204.25,767758.1875,770290.5,772845.0,774966.625,777106.3125,779232.5,780791.625,782644.875,784301.8125,786144.4375,788304.625,789939.0,791683.5,793482.1875,795533.0,797896.75,800366.875,802980.125,805559.0,807757.3125,810066.5,812477.8125,814731.875,815972.25,817030.375,817191.5,817148.625,817183.0,817393.6875
Syracuse - NY,664775.6875,664368.25,663877.0,663500.5,663079.6875,662641.8125,662189.0,662416.3125,662614.625,662801.5,663002.0,662907.3125,662809.0,662691.75,662594.0,662420.6875,662262.8125,662093.5,660179.6875,659351.5,658357.1875,657518.1875,656942.6875,656540.25,656230.6875,655967.3125,655912.75,655792.4375,655759.5,655842.75,655897.125,656750.9375,657693.5,658718.0,659613.6875,658046.8125,656731.375,655076.8125,653669.8125,652727.8125,651886.25
Tallahassee - FL,375457.09375,375642.6875,375781.0,376802.40625,377798.625,378785.09375,379763.0,379945.8125,380111.90625,380271.59375,380439.0,381039.71875,381638.3125,382226.09375,382825.0,383314.40625,383812.59375,384304.28125,385661.28125,386340.78125,386923.1875,387597.1875,388427.5,389343.0,390312.1875,391307.3125,392426.09375,393139.59375,393906.0,394743.09375,395563.59375,395586.09375,395667.21875,395802.40625,395865.0,396532.5,397120.5,397285.625,397414.21875,397604.1875,397843.6875
Tampa - FL,2983994.0,2999313.0,3014255.0,3027638.0,3040819.0,3053923.0,3066956.0,3077673.0,3088256.0,3098786.0,3109379.0,3118283.0,3127170.0,3135968.0,3144857.0,3154970.0,3165156.0,3175287.0,3187865.0,3198615.0,3208560.0,3219263.0,3231267.0,3250588.0,3270362.0,3290359.0,3311408.0,3327377.0,3343790.0,3360800.0,3377669.0,3385073.0,3392958.0,3401287.0,3408973.0,3417985.0,3426322.0,3430974.0,3434982.0,3439377.0,3443990.0
Toledo - OH,607952.8125,608081.75,608134.0,607998.0,607821.3125,607629.0,607423.0,607230.3125,607011.0,606781.3125,606564.0,606502.375,606437.625,606355.5,606291.0,606265.9375,606255.0,606233.5625,605757.875,604817.5,603726.0,602778.0625,602072.875,601521.8125,601055.8125,600631.5625,600398.375,600243.5,600169.3125,600202.0,600208.8125,600146.9375,600168.25,600265.9375,600248.0,600902.3125,601470.5,601417.1875,601266.125,601100.8125,600902.5
Trenton - NJ,379359.90625,379803.3125,380199.0,380855.71875,381486.78125,382108.3125,382721.0,383283.1875,383828.625,384367.3125,384914.0,385240.5,385564.90625,385878.28125,386203.0,386576.0,386958.09375,387333.40625,386395.375,385300.5,384109.5,383010.09375,382064.78125,382038.59375,382066.1875,382120.09375,382295.5,383388.3125,384532.28125,385745.09375,386941.5,388251.40625,389614.6875,391027.59375,392365.125,393448.90625,394372.90625,394790.3125,395013.3125,395011.1875,395001.5
Tucson - AZ,1004273.0,1005876.0,1007353.0,1009541.0,1011662.0,1013757.0,1015829.0,1018135.0,1020396.0,1022639.0,1024904.0625,1027405.0,1029901.0,1032368.0625,1034864.0,1037713.0,1040584.9375,1043439.9375,1045156.0,1046103.0,1046787.0,1047720.0,1049075.0,1051158.0,1053389.0,1055693.0,1058335.0,1059956.0,1061719.0,1063673.0,1065583.0,1068172.0,1070910.0,1073783.0,1076451.0,1078568.0,1080522.0,1081345.0,1081973.0,1083027.0,1084064.0
Tulsa - OK,991072.0,993364.9375,995533.0,996523.1875,997446.6875,998344.75,999220.0,1000074.0,1000884.0,1001677.0,1002490.0,1004086.0,1005677.0,1007239.0,1008830.0,1010991.0,1013176.0,1015343.0,1017367.0,1019522.0,1021422.0,1023563.0,1026116.9375,1028353.0,1030734.0,1033186.0625,1035967.0625,1038781.0,1041733.0625,1044871.0,1047964.9375,1050952.0,1054084.0,1057351.0,1060415.0,1063521.0,1066364.0,1067990.0,1069295.0,1070234.0,1071052.0
Vallejo-Fairfield - CA,439576.0,441134.1875,442637.0,443999.21875,445331.78125,446653.0,447964.0,448726.5,449469.40625,450204.59375,450949.0,451481.6875,452012.0,452529.375,453060.0,453219.40625,453389.3125,453551.3125,452954.0,452435.78125,451804.5,451280.5,450938.375,450486.5,450098.375,449741.6875,449527.90625,449781.5,450095.3125,450489.40625,450864.09375,451678.0,452554.1875,453487.6875,454333.59375,454618.40625,454800.40625,454484.5,454065.875,453702.09375,453442.1875
Ventura - CA,846873.625,847313.125,847646.0,848069.1875,848435.75,848780.5,849106.0,848905.0,848666.875,848414.1875,848179.0,847462.8125,846742.125,845997.1875,845277.0,844964.3125,844671.3125,844363.5625,843932.9375,842980.875,841818.1875,840855.5,840231.375,838655.25,837198.5,835800.4375,834667.9375,834029.0,833502.0625,833123.6875,832709.25,832936.6875,833280.0,833729.3125,834018.3125,833879.6875,833640.375,832560.8125,831402.5625,830428.5,829576.4375
Visalia - CA,460646.6875,461360.90625,462017.0,462940.0,463832.09375,464712.3125,465582.0,466271.40625,466940.40625,467601.40625,468272.0,468766.375,469258.3125,469736.78125,470229.0,471188.5,472159.0,473121.3125,474014.1875,474761.8125,475390.5,476131.71875,477065.1875,477214.0,477429.90625,477678.8125,478079.5,478608.5,479201.59375,479880.1875,480538.21875,481029.125,481586.5,482205.0,482730.71875,482729.1875,482712.71875,482252.8125,481801.78125,481506.0,481280.5
Washington - DC,6058989.0,6075027.0,6090302.0,6107771.0,6124832.0,6141736.0,6158500.0,6169764.0,6180757.0,6191645.0,6202659.0,6214443.0,6226193.0,6237766.0,6249520.0,6259156.0,6268937.0,6278610.0,6260586.0,6259912.0,6257669.0,6256912.0,6258676.0,6263398.0,6269001.0,6275038.0,6283071.0,6295001.0,6307772.0,6321668.0,6335293.0,6356029.0,6377643.0,6400071.0,6421268.0,6441336.0,6460484.0,6473040.0,6483715.0,6493878.0,6503065.0
Wichita - KS,639314.25,640038.5,640682.0,640798.0,640871.125,640927.8125,640970.0,641132.0,641265.9375,641388.9375,641525.0,642337.5625,643146.75,643937.5,644747.0,645709.0,646686.1875,647652.125,648567.5,648584.875,648439.8125,648448.5,648718.625,648897.0,649166.8125,649481.625,650003.125,651019.0,652121.8125,653340.8125,654531.5,655827.25,657213.625,658683.0,660025.3125,661538.875,662899.5,663515.6875,663944.5,664127.3125,664237.1875
Winston-Salem - NC,657011.75,658221.3125,659348.0,660708.375,662024.625,663323.9375,664608.0,665635.9375,666634.5625,667622.0,668623.0,669788.875,670951.1875,672094.3125,673257.0,674156.125,675070.9375,675974.125,676446.5,677807.625,678998.625,680350.25,681976.375,683432.125,684984.0,686583.375,688401.9375,690178.25,692046.875,694039.1875,696002.0625,698312.0625,700718.0625,703213.0625,705572.375,707835.875,709990.1875,711418.375,712724.3125,713965.875,715137.6875
Worcester - MA,838055.75,839448.625,840736.0,842904.4375,845016.4375,847106.875,849178.0,850769.3125,852323.5,853863.0,855420.0,856411.1875,857397.8125,858359.9375,859347.0,860256.75,861186.5625,862101.625,855955.0625,857336.1875,858502.625,859872.5,861589.8125,862528.625,863588.8125,864708.9375,866104.5,867839.5,869690.8125,871697.3125,873666.625,875531.5,877517.375,879614.9375,881543.0,882274.5,883019.875,882971.375,882953.125,883701.1875,884381.25
York - PA,446424.59375,447144.40625,447808.0,448468.5,449099.09375,449718.1875,450327.0,451118.40625,451890.0,452653.90625,453427.0,453814.78125,454200.0,454572.375,454958.0,455448.6875,455950.09375,456443.5,456734.09375,457361.5,457874.125,458495.21875,459301.3125,459718.1875,460199.71875,460713.09375,461373.09375,462367.3125,463423.09375,464561.3125,465679.40625,466718.6875,467821.8125,468983.625,470054.5,470801.40625,471490.125,471694.78125,471840.0,472060.5,472286.40625
Youngstown - OH,437682.1875,437066.59375,436396.0,436033.0,435640.6875,435237.21875,434824.0,434432.8125,434022.5,433604.8125,433196.0,432879.0,432559.6875,432228.09375,431909.0,431493.40625,431087.8125,430674.71875,429685.5,429235.09375,428677.5,428221.59375,427938.28125,427447.375,427017.09375,426616.5,426351.71875,426131.90625,425969.40625,425882.90625,425777.90625,425600.71875,425482.59375,425418.625,425272.71875,425033.59375,424802.625,424207.78125,423644.5,423170.40625,422669.1875
Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
